"subID","trial","bandit","response","trueProb","RT"
"voc045a",1,"bandit70",7,7,4.557
"voc045a",2,"bandit50b",2,5,2.5924
"voc045a",3,"bandit50a",4,5,4.6217
"voc045a",4,"bandit30",2,3,1.5678
"voc045a",5,"bandit10",1,1,0.92601
"voc045a",6,"bandit90",9,9,1.5096
