"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimal","trialOfCond","optimalToChoose"
"voc078c",1,"bandits7030","bandit70","bandit30",0,2,1,3.2866,"bandit70","bandit30",1,3.0874,0,0,0,0,0,0,0,0,1,
"voc078c",2,"bandits5050","bandit50b","bandit50a",6,1,0,1.4829,"bandit50b","bandit50a",1,2.9583,0,6,0,0.6,0.6,0,0.6,1,1,0
"voc078c",3,"bandits9010","bandit90","bandit10",4,2,1,2.1177,"bandit90","bandit10",1,1.3351,1,10,0,0.4,0,0.4,-0.4,-1,1,0
"voc078c",4,"bandits7030","bandit70","bandit30",1,2,1,1.7301,"bandit30","bandit70",2,0.62729,0,0,0,0.1,0,0.1,-0.1,-1,2,0
"voc078c",5,"bandits9010","bandit10","bandit90",6,1,0,1.3391,"bandit90","bandit10",2,1.2692,1,16,1,1.1,1.1,1,0.1,1,2,0
"voc078c",6,"bandits5050","bandit50b","bandit50a",4,1,0,0.97663,"bandit50b","bandit50a",1,0.76172,0,4,0,0.4,0.4,0,0.4,1,2,0
"voc078c",7,"bandits5050","bandit50b","bandit50a",3,1,0,1.9288,"bandit50a","bandit50b",2,1.1476,1,13,0,0.3,0.3,0,0.3,1,3,0
"voc078c",8,"bandits9010","bandit90","bandit10",1,2,1,2.8755,"bandit10","bandit90",2,0.45295,0,0,1,0.6,1,0.6,0.4,1,3,1
"voc078c",9,"bandits7030","bandit70","bandit30",2,2,1,1.6138,"bandit30","bandit70",2,0.60242,0,0,0,0.2,0,0.2,-0.2,-1,3,0
"voc078c",10,"bandits7030","bandit70","bandit30",4,1,0,2.8436,"bandit70","bandit30",1,0.44811,1,14,0,0.4,0.4,0,0.4,1,4,0
"voc078c",11,"bandits9010","bandit10","bandit90",3,2,1,4.0931,"bandit90","bandit10",2,0.38134,1,10,1,0.8,1,0.8,0.2,1,4,1
"voc078c",12,"bandits5050","bandit50a","bandit50b",0,2,1,0.00017897,"bandit50b","bandit50a",2,3.71,1,10,1,0.5,1,0.5,0.5,1,4,1
"voc078c",13,"bandits5050","bandit50a","bandit50b",1,2,1,2.0982,"bandit50b","bandit50a",2,0.3954,1,10,1,0.76667,1,0.76667,0.23333,1,5,1
"voc078c",14,"bandits9010","bandit90","bandit10",5,1,0,1.7242,"bandit10","bandit90",2,0.76772,0,5,1,1,1,1,0,0,5,
"voc078c",15,"bandits7030","bandit30","bandit70",5,2,1,2.5675,"bandit70","bandit30",2,0.34948,1,10,0.5,0.75,0.5,0.75,-0.25,-1,5,0
"voc078c",16,"bandits9010","bandit90","bandit10",2,2,1,2.537,"bandit90","bandit10",1,0.40147,1,10,1,0.7,1,0.7,0.3,1,6,1
