"subID","trial","leftBandit","rightBandit","selectedBandit","banditKeyResp","RT","accuracy"
"voc102t",1,"bandit70","bandit30","bandit70",1,2.5266,1
"voc102t",2,"bandit50b","bandit30","bandit30",2,2.7614,-1
"voc102t",3,"bandit50a","bandit30","bandit50a",1,0.74702,1
"voc102t",4,"bandit50a","bandit50b","bandit50a",1,1.3178,0
"voc102t",5,"bandit30","bandit10","bandit10",2,2.6498,-1
"voc102t",6,"bandit50a","bandit10","bandit50a",1,0.72753,1
"voc102t",7,"bandit50a","bandit70","bandit70",2,0.91531,1
"voc102t",8,"bandit50b","bandit90","bandit90",2,1.1353,1
"voc102t",9,"bandit90","bandit10","bandit90",1,0.72312,1
"voc102t",10,"bandit30","bandit90","bandit90",2,0.78402,1
"voc102t",11,"bandit50a","bandit90","bandit90",2,1.3532,1
"voc102t",12,"bandit50b","bandit10","bandit50b",1,2.6031,1
"voc102t",13,"bandit70","bandit10","bandit70",1,0.80277,1
"voc102t",14,"bandit70","bandit90","bandit70",1,1.7166,-1
"voc102t",15,"bandit50b","bandit70","bandit70",2,0.93569,1
"voc102t",16,"bandit90","bandit30","bandit90",1,0.88297,1
"voc102t",17,"bandit10","bandit50b","bandit50b",2,2.2485,1
"voc102t",18,"bandit90","bandit50a","bandit90",1,0.70185,1
"voc102t",19,"bandit30","bandit50b","bandit50b",2,2.2993,1
"voc102t",20,"bandit10","bandit30","bandit30",2,3.1274,1
"voc102t",21,"bandit70","bandit50b","bandit70",1,0.59438,1
"voc102t",22,"bandit10","bandit50a","bandit50a",2,1.1709,1
"voc102t",23,"bandit30","bandit50a","bandit50a",2,0.94952,1
"voc102t",24,"bandit90","bandit50b","bandit90",1,0.63248,1
"voc102t",25,"bandit50b","bandit50a","bandit50a",2,0.80755,0
"voc102t",26,"bandit70","bandit50a","bandit70",1,0.64892,1
"voc102t",27,"bandit10","bandit90","bandit90",2,0.65581,1
"voc102t",28,"bandit10","bandit70","bandit70",2,0.83822,1
"voc102t",29,"bandit90","bandit70","bandit90",1,0.622,1
"voc102t",30,"bandit30","bandit70","bandit70",2,0.59033,1
"voc102t",31,"bandit50a","bandit70","bandit70",2,0.52847,1
"voc102t",32,"bandit70","bandit30","bandit70",1,0.55694,1
"voc102t",33,"bandit50a","bandit10","bandit50a",1,0.72673,1
"voc102t",34,"bandit50b","bandit70","bandit70",2,0.60446,1
"voc102t",35,"bandit70","bandit90","bandit70",1,0.71692,-1
"voc102t",36,"bandit50a","bandit50b","bandit50a",1,1.0817,0
"voc102t",37,"bandit70","bandit10","bandit70",1,0.71902,1
"voc102t",38,"bandit90","bandit10","bandit90",1,0.63492,1
"voc102t",39,"bandit50b","bandit10","bandit10",2,2.0422,-1
"voc102t",40,"bandit50a","bandit30","bandit50a",1,0.75319,1
"voc102t",41,"bandit50b","bandit90","bandit90",2,0.88419,1
"voc102t",42,"bandit50a","bandit90","bandit90",2,0.74545,1
"voc102t",43,"bandit30","bandit10","bandit30",1,0.88544,1
"voc102t",44,"bandit30","bandit90","bandit90",2,0.53779,1
"voc102t",45,"bandit50b","bandit30","bandit50b",1,2.2135,1
"voc102t",46,"bandit90","bandit50a","bandit90",1,0.83663,1
"voc102t",47,"bandit30","bandit70","bandit70",2,0.47603,1
"voc102t",48,"bandit90","bandit70","bandit70",2,0.94628,-1
"voc102t",49,"bandit90","bandit50b","bandit90",1,0.56569,1
"voc102t",50,"bandit90","bandit30","bandit90",1,0.64758,1
"voc102t",51,"bandit10","bandit70","bandit70",2,0.68706,1
"voc102t",52,"bandit70","bandit50b","bandit70",1,0.85311,1
"voc102t",53,"bandit10","bandit90","bandit90",2,0.87558,1
"voc102t",54,"bandit10","bandit30","bandit30",2,1.2894,1
"voc102t",55,"bandit30","bandit50a","bandit50a",2,0.80717,1
"voc102t",56,"bandit70","bandit50a","bandit70",1,0.8319,1
"voc102t",57,"bandit30","bandit50b","bandit50b",2,0.8073,1
"voc102t",58,"bandit50b","bandit50a","bandit50a",2,0.59254,0
"voc102t",59,"bandit10","bandit50a","bandit50a",2,0.61871,1
"voc102t",60,"bandit10","bandit50b","bandit50b",2,2.1779,1
"voc102t",61,"bandit50b","bandit30","bandit50b",1,3.1802,1
"voc102t",62,"bandit70","bandit10","bandit70",1,0.71664,1
"voc102t",63,"bandit50a","bandit50b","bandit50a",1,1.0082,0
"voc102t",64,"bandit50a","bandit90","bandit90",2,0.57708,1
"voc102t",65,"bandit30","bandit90","bandit90",2,0.69088,1
"voc102t",66,"bandit50b","bandit10","bandit50b",1,1.4898,1
"voc102t",67,"bandit70","bandit90","bandit70",1,1.8705,-1
"voc102t",68,"bandit50a","bandit70","bandit70",2,0.59558,1
"voc102t",69,"bandit50a","bandit30","bandit50a",1,2.2935,1
"voc102t",70,"bandit70","bandit30","bandit70",1,0.69027,1
"voc102t",71,"bandit30","bandit10","bandit30",1,1.7439,1
"voc102t",72,"bandit50a","bandit10","bandit50a",1,0.97796,1
"voc102t",73,"bandit50b","bandit70","bandit70",2,0.50144,1
"voc102t",74,"bandit90","bandit10","bandit90",1,0.6018,1
"voc102t",75,"bandit50b","bandit90","bandit90",2,0.52295,1
"voc102t",76,"bandit10","bandit50b","bandit50b",2,0.95073,1
"voc102t",77,"bandit90","bandit50a","bandit90",1,0.52192,1
"voc102t",78,"bandit30","bandit70","bandit70",2,0.53419,1
"voc102t",79,"bandit90","bandit70","bandit90",1,0.46531,1
"voc102t",80,"bandit30","bandit50a","bandit30",1,0.92034,-1
"voc102t",81,"bandit30","bandit50b","bandit30",1,1.013,-1
"voc102t",82,"bandit70","bandit50b","bandit70",1,0.69285,1
"voc102t",83,"bandit90","bandit30","bandit90",1,0.93115,1
"voc102t",84,"bandit10","bandit50a","bandit50a",2,0.3745,1
"voc102t",85,"bandit10","bandit30","bandit30",2,1.208,1
"voc102t",86,"bandit50b","bandit50a","bandit50a",2,1.3689,0
"voc102t",87,"bandit10","bandit90","bandit90",2,0.87493,1
"voc102t",88,"bandit70","bandit50a","bandit70",1,0.73689,1
"voc102t",89,"bandit90","bandit50b","bandit90",1,0.80535,1
"voc102t",90,"bandit10","bandit70","bandit70",2,0.70255,1
