"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc021a",1,"bandits5050","bandit50b","bandit50a",5,1,0,2.2095,"bandit50a","bandit50b",2,1.164,0,5,0,0.5,0.5,0,0.5,0,1,1
"voc021a",2,"bandits7030","bandit30","bandit70",4,1,0,1.3084,"bandit30","bandit70",1,1.2255,0,4,0,0.4,0.4,0,0.4,0,1,1
"voc021a",3,"bandits9010","bandit10","bandit90",5,1,0,0.79322,"bandit10","bandit90",1,1.8118,0,5,0,0.5,0.5,0,0.5,0,1,1
"voc021a",4,"bandits7030","bandit30","bandit70",2,1,0,2.8289,"bandit30","bandit70",1,1.0624,0,2,0,0.2,0.2,0,0.2,0,1,2
"voc021a",5,"bandits5050","bandit50b","bandit50a",6,1,0,0.97301,"bandit50b","bandit50a",1,0.68721,0,6,0,0.6,0.6,0,0.6,0,1,2
"voc021a",6,"bandits9010","bandit10","bandit90",6,1,0,0.61199,"bandit90","bandit10",2,0.73588,0,6,0,0.6,0.6,0,0.6,0,1,2
"voc021a",7,"bandits5050","bandit50a","bandit50b",3,1,0,0.56152,"bandit50a","bandit50b",1,0.69429,1,13,0,0.3,0.3,0,0.3,0,1,3
"voc021a",8,"bandits9010","bandit10","bandit90",0,2,1,1.3629,"bandit10","bandit90",1,2.4351,0,0,0,0,0,0,0,,0,3
"voc021a",9,"bandits7030","bandit70","bandit30",5,1,0,0.97481,"bandit70","bandit30",1,0.73874,1,15,0,0.5,0.5,0,0.5,0,1,3
"voc021a",10,"bandits9010","bandit10","bandit90",1,2,1,2.663,"bandit90","bandit10",2,0.29181,1,10,0,0.1,0,0.1,-0.1,0,-1,4
"voc021a",11,"bandits7030","bandit70","bandit30",1,2,1,1.1162,"bandit70","bandit30",1,1.9033,1,10,1,0.6,1,0.6,0.4,1,1,4
"voc021a",12,"bandits5050","bandit50b","bandit50a",2,2,1,2.665,"bandit50a","bandit50b",2,1.479,1,10,0.5,0.45,0.5,0.45,0.05,1,1,4
"voc021a",13,"bandits7030","bandit70","bandit30",6,1,0,1.0794,"bandit70","bandit30",1,0.58368,1,16,1,1.1,1.1,1,0.1,0,1,5
"voc021a",14,"bandits9010","bandit90","bandit10",2,2,1,1.1054,"bandit10","bandit90",2,1.876,0,0,0.5,0.45,0.5,0.45,0.05,1,1,5
"voc021a",15,"bandits5050","bandit50b","bandit50a",0,2,1,0.92609,"bandit50b","bandit50a",1,0.94431,0,0,0.66667,0.33333,0.66667,0.33333,0.33333,1,1,5
"voc021a",16,"bandits9010","bandit90","bandit10",4,1,0,0.75964,"bandit90","bandit10",1,0.61118,1,14,0.5,0.65,0.65,0.5,0.15,0,1,6
"voc021a",17,"bandits7030","bandit30","bandit70",3,1,0,1.1967,"bandit30","bandit70",1,0.58275,0,3,1,0.8,0.8,1,-0.2,1,-1,6
"voc021a",18,"bandits5050","bandit50b","bandit50a",4,1,0,0.75188,"bandit50b","bandit50a",1,0.65323,1,14,0.66667,0.73333,0.73333,0.66667,0.066667,0,1,6
"voc021a",19,"bandits7030","bandit30","bandit70",0,2,1,0.9324,"bandit70","bandit30",2,1.3337,1,10,1,0.5,1,0.5,0.5,1,1,7
"voc021a",20,"bandits9010","bandit90","bandit10",3,1,0,2.3084,"bandit10","bandit90",2,0.59515,0,3,0.66667,0.63333,0.63333,0.66667,-0.033333,1,-1,7
"voc021a",21,"bandits5050","bandit50a","bandit50b",1,2,1,0.72504,"bandit50a","bandit50b",1,1.5123,0,0,0.66667,0.6,0.66667,0.6,0.066667,1,1,7
"voc021a",22,"bandits5050","bandit50a","bandit50b",3,1,0,2.0161,"bandit50a","bandit50b",1,0.61002,0,3,0.5,0.71667,0.71667,0.5,0.21667,0,1,8
"voc021a",23,"bandits9010","bandit90","bandit10",0,2,1,0.88156,"bandit10","bandit90",2,1.7026,1,10,0.66667,0.33333,0.66667,0.33333,0.33333,1,1,8
"voc021a",24,"bandits7030","bandit30","bandit70",5,1,0,0.73578,"bandit30","bandit70",1,0.57287,1,15,1,1,1,1,0,,0,8
"voc021a",25,"bandits7030","bandit30","bandit70",6,1,0,0.46265,"bandit70","bandit30",2,0.54283,0,6,1,1.225,1.225,1,0.225,0,1,9
"voc021a",26,"bandits9010","bandit10","bandit90",4,1,0,0.79253,"bandit10","bandit90",1,0.55527,0,4,0.66667,0.83333,0.83333,0.66667,0.16667,0,1,9
"voc021a",27,"bandits5050","bandit50b","bandit50a",0,2,1,0.7509,"bandit50b","bandit50a",1,1.6879,1,10,0.4,0.36667,0.4,0.36667,0.033333,1,1,9
"voc021a",28,"bandits9010","bandit90","bandit10",6,1,0,0.84974,"bandit90","bandit10",1,0.43372,1,16,0.66667,1.0167,1.0167,0.66667,0.35,0,1,10
"voc021a",29,"bandits5050","bandit50b","bandit50a",2,2,1,0.87399,"bandit50b","bandit50a",1,1.1823,1,10,0.5,0.65,0.5,0.65,-0.15,0,-1,10
"voc021a",30,"bandits7030","bandit30","bandit70",2,1,0,2.1313,"bandit70","bandit30",2,0.37798,1,12,0.8,0.725,0.725,0.8,-0.075,1,-1,10
"voc021a",31,"bandits7030","bandit30","bandit70",3,1,0,0.89984,"bandit30","bandit70",1,0.49793,0,3,0.83333,0.84167,0.84167,0.83333,0.0083333,0,1,11
"voc021a",32,"bandits9010","bandit90","bandit10",3,1,0,1.8707,"bandit10","bandit90",2,0.56674,0,3,0.75,0.75833,0.75833,0.75,0.0083333,0,1,11
"voc021a",33,"bandits5050","bandit50b","bandit50a",5,1,0,0.77722,"bandit50b","bandit50a",1,0.55638,0,5,0.6,1,1,0.6,0.4,0,1,11
"voc021a",34,"bandits5050","bandit50a","bandit50b",4,1,0,1.0872,"bandit50a","bandit50b",1,0.50322,0,4,0.5,0.85,0.85,0.5,0.35,0,1,12
"voc021a",35,"bandits9010","bandit90","bandit10",2,2,1,1.4599,"bandit90","bandit10",1,0.28988,1,10,0.75,0.64643,0.75,0.64643,0.10357,1,1,12
"voc021a",36,"bandits7030","bandit70","bandit30",1,2,1,1.5146,"bandit70","bandit30",1,0.92615,0,0,0.83333,0.61667,0.83333,0.61667,0.21667,1,1,12
"voc021a",37,"bandits5050","bandit50b","bandit50a",1,2,1,0.81397,"bandit50b","bandit50a",1,0.82759,1,10,0.5,0.51667,0.5,0.51667,-0.016667,0,-1,13
"voc021a",38,"bandits9010","bandit90","bandit10",5,1,0,0.7123,"bandit90","bandit10",1,0.67712,1,15,0.8,0.97143,0.97143,0.8,0.17143,0,1,13
"voc021a",39,"bandits7030","bandit30","bandit70",4,1,0,0.71498,"bandit70","bandit30",2,0.55434,0,4,0.71429,0.85714,0.85714,0.71429,0.14286,0,1,13
"voc021a",40,"bandits7030","bandit30","bandit70",0,2,1,0.89232,"bandit30","bandit70",1,0.39209,0,0,0.625,0.4125,0.625,0.4125,0.2125,1,1,14
"voc021a",41,"bandits5050","bandit50b","bandit50a",6,1,0,0.69392,"bandit50b","bandit50a",1,0.45124,0,6,0.57143,1.0524,1.0524,0.57143,0.48095,0,1,14
"voc021a",42,"bandits9010","bandit10","bandit90",1,2,1,0.9867,"bandit90","bandit10",2,1.5863,1,10,0.83333,0.5881,0.83333,0.5881,0.24524,1,1,14
"voc021a",43,"bandits7030","bandit70","bandit30",5,1,0,0.60915,"bandit30","bandit70",2,0.48287,1,15,0.625,0.89583,0.89583,0.625,0.27083,0,1,15
"voc021a",44,"bandits5050","bandit50b","bandit50a",2,2,1,0.74469,"bandit50b","bandit50a",1,3.4968,0,0,0.5,0.61667,0.5,0.61667,-0.11667,0,-1,15
"voc021a",45,"bandits9010","bandit90","bandit10",0,2,1,0.95496,"bandit90","bandit10",1,0.73224,1,10,0.85714,0.5,0.85714,0.5,0.35714,1,1,15
"voc021a",46,"bandits5050","bandit50a","bandit50b",0,2,1,0.77949,"bandit50a","bandit50b",1,1.7243,1,10,0.44444,0.38889,0.44444,0.38889,0.055556,1,1,16
"voc021a",47,"bandits9010","bandit90","bandit10",2,1,0,3.9326,"bandit10","bandit90",2,0.53884,0,2,0.875,0.70893,0.70893,0.875,-0.16607,1,-1,16
"voc021a",48,"bandits7030","bandit70","bandit30",1,2,1,0.82155,"bandit70","bandit30",1,0.45261,1,10,0.625,0.55536,0.625,0.55536,0.069643,1,1,16
"voc021a",49,"bandits5050","bandit50a","bandit50b",1,1,0,3.7662,"bandit50a","bandit50b",1,0.44436,1,11,0.44444,0.53651,0.53651,0.44444,0.092063,0,1,17
"voc021a",50,"bandits7030","bandit70","bandit30",6,1,0,0.75508,"bandit70","bandit30",1,0.40901,1,16,0.66667,1.0762,1.0762,0.66667,0.40952,0,1,17
"voc021a",51,"bandits9010","bandit10","bandit90",5,1,0,0.49474,"bandit90","bandit10",2,0.94151,1,15,0.875,1,1,0.875,0.125,0,1,17
