"subID","trial","leftBandit","rightBandit","selectedBandit","banditKeyResp","RT","accuracy"
"voc092c",1,"bandit70","bandit30","bandit70",1,5.0534,1
"voc092c",2,"bandit90","bandit10","bandit90",1,1.1545,1
"voc092c",3,"bandit50a","bandit70","bandit70",2,2.2524,1
"voc092c",4,"bandit50a","bandit50b","bandit50b",2,4.8344,0
"voc092c",5,"bandit50a","bandit90","bandit90",2,0.65567,1
"voc092c",6,"bandit50b","bandit30","bandit50b",1,1.4944,1
"voc092c",7,"bandit30","bandit90","bandit90",2,0.73999,1
"voc092c",8,"bandit50a","bandit10","bandit10",2,1.2716,-1
"voc092c",9,"bandit50b","bandit70","bandit50b",1,1.9255,-1
"voc092c",10,"bandit30","bandit10","bandit10",2,1.4728,-1
"voc092c",11,"bandit50b","bandit10","bandit10",2,2.0139,-1
"voc092c",12,"bandit50a","bandit30","bandit50a",1,1.5258,1
"voc092c",13,"bandit70","bandit10","bandit10",2,0.77706,-1
"voc092c",14,"bandit50b","bandit90","bandit90",2,0.65137,1
"voc092c",15,"bandit70","bandit90","bandit90",2,1.2744,1
"voc092c",16,"bandit10","bandit50b","bandit10",1,1.0325,-1
"voc092c",17,"bandit10","bandit30","bandit10",1,1.0471,-1
"voc092c",18,"bandit50b","bandit50a","bandit50b",1,2.3668,0
"voc092c",19,"bandit90","bandit50b","bandit90",1,0.93533,1
"voc092c",20,"bandit90","bandit30","bandit90",1,0.77125,1
"voc092c",21,"bandit70","bandit50b","bandit50b",2,2.3252,-1
"voc092c",22,"bandit90","bandit70","bandit70",2,1.4801,-1
"voc092c",23,"bandit10","bandit50a","bandit10",1,1.117,-1
"voc092c",24,"bandit30","bandit70","bandit70",2,21.4734,1
"voc092c",25,"bandit30","bandit50b","bandit50b",2,1.4089,1
"voc092c",26,"bandit30","bandit50a","bandit50a",2,1.1145,1
"voc092c",27,"bandit90","bandit50a","bandit90",1,0.59874,1
"voc092c",28,"bandit10","bandit70","bandit10",1,0.75159,-1
"voc092c",29,"bandit70","bandit50a","bandit50a",2,3.4337,-1
"voc092c",30,"bandit10","bandit90","bandit90",2,0.95167,1
"voc092c",31,"bandit30","bandit10","bandit10",2,1.0591,-1
"voc092c",32,"bandit50a","bandit30","bandit30",2,1.257,-1
"voc092c",33,"bandit70","bandit90","bandit90",2,0.76719,1
"voc092c",34,"bandit50a","bandit50b","bandit50a",1,0.99406,0
"voc092c",35,"bandit30","bandit90","bandit90",2,0.74779,1
"voc092c",36,"bandit50a","bandit90","bandit90",2,1.5424,1
"voc092c",37,"bandit50b","bandit30","bandit50b",1,1.122,1
"voc092c",38,"bandit90","bandit10","bandit90",1,0.79761,1
"voc092c",39,"bandit50a","bandit70","bandit70",2,3.2301,1
"voc092c",40,"bandit50b","bandit70","bandit70",2,1.7809,1
"voc092c",41,"bandit50b","bandit90","bandit90",2,0.69374,1
"voc092c",42,"bandit70","bandit10","bandit10",2,1.108,-1
"voc092c",43,"bandit50a","bandit10","bandit10",2,1.0884,-1
"voc092c",44,"bandit70","bandit30","bandit70",1,1.5734,1
"voc092c",45,"bandit50b","bandit10","bandit10",2,1.4712,-1
"voc092c",46,"bandit90","bandit50b","bandit90",1,0.71716,1
"voc092c",47,"bandit90","bandit50a","bandit90",1,0.41724,1
"voc092c",48,"bandit30","bandit50a","bandit30",1,0.55376,-1
"voc092c",49,"bandit10","bandit50b","bandit10",1,0.66864,-1
"voc092c",50,"bandit30","bandit70","bandit70",2,1.2674,1
"voc092c",51,"bandit70","bandit50a","bandit70",1,0.61725,1
"voc092c",52,"bandit70","bandit50b","bandit70",1,0.78467,1
"voc092c",53,"bandit10","bandit90","bandit90",2,2.2911,1
"voc092c",54,"bandit90","bandit70","bandit90",1,0.91096,1
"voc092c",55,"bandit10","bandit30","bandit30",2,1.4281,1
"voc092c",56,"bandit10","bandit70","bandit10",1,0.81136,-1
"voc092c",57,"bandit50b","bandit50a","bandit50a",2,1.4923,0
"voc092c",58,"bandit10","bandit50a","bandit10",1,0.80113,-1
"voc092c",59,"bandit90","bandit30","bandit90",1,1.7466,1
"voc092c",60,"bandit30","bandit50b","bandit50b",2,2.3491,1
"voc092c",61,"bandit50a","bandit70","bandit50a",1,1.5416,-1
"voc092c",62,"bandit30","bandit10","bandit10",2,1.0335,-1
"voc092c",63,"bandit50b","bandit30","bandit50b",1,1.3925,1
"voc092c",64,"bandit70","bandit10","bandit70",1,1.0576,1
