"subID","trial","bandit","response","trueProb","RT"
"voc084c",1,"bandit30",4,3,26.1727
"voc084c",2,"bandit50a",4,5,0.00079316
"voc084c",3,"bandit10",1,1,12.5508
"voc084c",4,"bandit90",9,9,2.2553
"voc084c",5,"bandit50b",6,5,103.1605
"voc084c",6,"bandit70",7,7,10.4248
