"subID","trial","leftBandit","rightBandit","selectedBandit","banditKeyResp","RT","accuracy"
"voc099t",1,"bandit50b","bandit10","bandit50b",1,5.3711,1
"voc099t",2,"bandit50b","bandit70","bandit70",2,1.572,1
"voc099t",3,"bandit50a","bandit50b","bandit50b",2,1.5341,0
"voc099t",4,"bandit50a","bandit30","bandit30",2,5.7295,-1
"voc099t",5,"bandit30","bandit10","bandit10",2,1.2889,-1
"voc099t",6,"bandit90","bandit10","bandit90",1,0.39873,1
"voc099t",7,"bandit70","bandit10","bandit70",1,0.78394,1
"voc099t",8,"bandit70","bandit30","bandit70",1,0.79282,1
"voc099t",9,"bandit50a","bandit90","bandit90",2,0.48413,1
"voc099t",10,"bandit50b","bandit90","bandit90",2,0.58495,1
"voc099t",11,"bandit30","bandit90","bandit90",2,0.61917,1
"voc099t",12,"bandit50a","bandit10","bandit50a",1,1.7557,1
"voc099t",13,"bandit50a","bandit70","bandit70",2,0.79713,1
"voc099t",14,"bandit70","bandit90","bandit70",1,0.51024,-1
"voc099t",15,"bandit50b","bandit30","bandit30",2,1.8673,-1
"voc099t",16,"bandit10","bandit30","bandit30",2,0.73652,1
"voc099t",17,"bandit30","bandit50a","bandit30",1,1.0603,-1
"voc099t",18,"bandit50b","bandit50a","bandit50a",2,0.73211,0
"voc099t",19,"bandit30","bandit70","bandit70",2,0.51882,1
"voc099t",20,"bandit10","bandit70","bandit70",2,0.53153,1
"voc099t",21,"bandit90","bandit70","bandit90",1,0.54246,1
"voc099t",22,"bandit90","bandit50a","bandit90",1,0.65961,1
"voc099t",23,"bandit30","bandit50b","bandit50b",2,0.87376,1
"voc099t",24,"bandit10","bandit50a","bandit10",1,2.3838,-1
"voc099t",25,"bandit70","bandit50b","bandit70",1,0.87218,1
"voc099t",26,"bandit90","bandit30","bandit90",1,0.57408,1
"voc099t",27,"bandit70","bandit50a","bandit70",1,0.44074,1
"voc099t",28,"bandit10","bandit50b","bandit50b",2,1.4321,1
