"subID","trial","bandit","response","trueProb","RT"
"voc069t",1,"bandit10",6,1,8.9612
"voc069t",2,"bandit90",7,9,5.4595
"voc069t",3,"bandit50b",4,5,6.3545
"voc069t",4,"bandit50a",8,5,2.5417
"voc069t",5,"bandit70",6,7,3.1886
"voc069t",6,"bandit30",4,3,2.1447
