"subID","trial","bandit","response","trueProb","RT"
"voc120t",1,"bandit50a",5,5,7.1371
"voc120t",2,"bandit50b",5,5,8.3154
"voc120t",3,"bandit30",1,3,2.8793
"voc120t",4,"bandit10",5,1,5.0458
"voc120t",5,"bandit90",5,9,4.0778
"voc120t",6,"bandit70",9,7,2.5929
