"subID","trial","bandit","response","trueProb","RT"
"voc087c",1,"bandit10",3,1,4.99
"voc087c",2,"bandit90",8,9,2.9769
"voc087c",3,"bandit70",7,7,2.3351
"voc087c",4,"bandit30",3,3,4.8055
"voc087c",5,"bandit50a",3,5,1.7122
"voc087c",6,"bandit50b",6,5,2.2649
