"subID","trial","bandit","response","trueProb","RT"
"voc072c",1,"bandit30",3,3,17.6059
"voc072c",2,"bandit50b",4,5,3.6082
"voc072c",3,"bandit90",9,9,3.2197
"voc072c",4,"bandit10",1,1,1.8063
"voc072c",5,"bandit50a",7,5,3.5629
"voc072c",6,"bandit70",4,7,4.9612
