"subID","trial","bandit","response","trueProb","RT"
"voc060a",1,"bandit70",5,7,3.5972
"voc060a",2,"bandit10",1,1,3.9925
"voc060a",3,"bandit30",2,3,5.7806
"voc060a",4,"bandit90",8,9,5.247
"voc060a",5,"bandit50b",6,5,3.5193
"voc060a",6,"bandit50a",3,5,6.8299
