"subID","trial","condition","leftBandit","rightBandit","tokenOffer","agencyResp","agency","agencyRT","selectedBandit","nonSelectedBandit","banditResp","banditRT","reward","tokensEarned","EV_choose","EV_comp","EV_selectedAction","EV_nonselectedAction","EV_selectedMinusNonselected","optimalToChoose","optimal","trialOfCond"
"voc063a",1,"bandits7030","bandit30","bandit70",4,1,0,2.2632,"bandit30","bandit70",1,1.4361,0,4,0,0.4,0.4,0,0.4,0,1,1
"voc063a",2,"bandits5050","bandit50a","bandit50b",3,1,0,5.9341,"bandit50b","bandit50a",2,1.2448,0,3,0,0.3,0.3,0,0.3,0,1,1
"voc063a",3,"bandits9010","bandit90","bandit10",3,1,0,2.6878,"bandit90","bandit10",1,0.8521,1,13,0,0.3,0.3,0,0.3,0,1,1
"voc063a",4,"bandits9010","bandit90","bandit10",0,2,1,2.3512,"bandit10","bandit90",2,0.95175,1,10,1,0.5,1,0.5,0.5,1,1,2
"voc063a",5,"bandits7030","bandit30","bandit70",6,1,0,9.2428,"bandit70","bandit30",2,1.107,0,6,0,0.6,0.6,0,0.6,0,1,2
"voc063a",6,"bandits5050","bandit50b","bandit50a",0,2,1,5.8454,"bandit50b","bandit50a",1,1.7742,0,0,0,0,0,0,0,,0,2
"voc063a",7,"bandits9010","bandit10","bandit90",1,1,0,7.2797,"bandit10","bandit90",1,0.7035,0,1,1,1.1,1.1,1,0.1,0,1,3
"voc063a",8,"bandits5050","bandit50b","bandit50a",4,1,0,2.3783,"bandit50a","bandit50b",2,0.6599,0,4,0,0.4,0.4,0,0.4,0,1,3
"voc063a",9,"bandits7030","bandit30","bandit70",3,1,0,9.0062,"bandit70","bandit30",2,1.658,0,3,0,0.3,0.3,0,0.3,0,1,3
"voc063a",10,"bandits9010","bandit10","bandit90",5,1,0,3.5409,"bandit10","bandit90",1,0.91033,0,5,1,1.25,1.25,1,0.25,0,1,4
"voc063a",11,"bandits7030","bandit30","bandit70",0,2,1,2.0801,"bandit30","bandit70",1,4.7297,0,0,0,0,0,0,0,,0,4
"voc063a",12,"bandits5050","bandit50b","bandit50a",5,1,0,2.8831,"bandit50a","bandit50b",2,0.71122,0,5,0,0.5,0.5,0,0.5,0,1,4
"voc063a",13,"bandits9010","bandit10","bandit90",6,1,0,3.6563,"bandit90","bandit10",2,0.54057,1,16,1,1.2667,1.2667,1,0.26667,0,1,5
"voc063a",14,"bandits7030","bandit30","bandit70",1,2,1,1.0388,"bandit30","bandit70",1,2.9557,0,0,0,0.1,0,0.1,-0.1,0,-1,5
"voc063a",15,"bandits5050","bandit50a","bandit50b",6,1,0,4.3565,"bandit50b","bandit50a",2,2.1403,1,16,0,0.6,0.6,0,0.6,0,1,5
"voc063a",16,"bandits9010","bandit90","bandit10",2,2,1,5.1643,"bandit10","bandit90",2,3.1051,0,0,1,0.86667,1,0.86667,0.13333,1,1,6
"voc063a",17,"bandits5050","bandit50b","bandit50a",1,2,1,3.0119,"bandit50b","bandit50a",1,0.43265,1,10,0.33333,0.26667,0.33333,0.26667,0.066667,1,1,6
"voc063a",18,"bandits7030","bandit30","bandit70",5,1,0,4.0015,"bandit30","bandit70",1,1.3284,0,5,0,0.5,0.5,0,0.5,0,1,6
"voc063a",19,"bandits7030","bandit30","bandit70",2,2,1,2.5027,"bandit30","bandit70",1,4.9763,0,0,0,0.2,0,0.2,-0.2,0,-1,7
"voc063a",20,"bandits5050","bandit50a","bandit50b",2,2,1,2.1921,"bandit50b","bandit50a",2,1.5661,0,0,0.5,0.45,0.5,0.45,0.05,1,1,7
