"subID","trial","leftBandit","rightBandit","selectedBandit","banditKeyResp","RT","accuracy"
"voc062a",1,"bandit50a","bandit50b","bandit50a",1,3.2229,0
"voc062a",2,"bandit70","bandit10","bandit10",2,4.1512,-1
"voc062a",3,"bandit70","bandit30","bandit30",2,1.3112,-1
"voc062a",4,"bandit50a","bandit70","bandit50a",1,1.4592,-1
"voc062a",5,"bandit30","bandit90","bandit90",2,1.5622,1
"voc062a",6,"bandit50b","bandit10","bandit50b",1,1.3403,1
"voc062a",7,"bandit50a","bandit30","bandit30",2,1.3828,-1
"voc062a",8,"bandit90","bandit10","bandit90",1,0.73618,1
"voc062a",9,"bandit50a","bandit90","bandit90",2,0.91636,1
"voc062a",10,"bandit50b","bandit70","bandit50b",1,1.5672,-1
"voc062a",11,"bandit50a","bandit10","bandit10",2,1.4182,-1
"voc062a",12,"bandit50b","bandit90","bandit50b",1,0.92151,-1
"voc062a",13,"bandit30","bandit10","bandit30",1,2.7091,1
"voc062a",14,"bandit50b","bandit30","bandit30",2,1.5052,-1
"voc062a",15,"bandit70","bandit90","bandit90",2,0.79808,1
"voc062a",16,"bandit90","bandit70","bandit90",1,0.77449,1
"voc062a",17,"bandit30","bandit50b","bandit30",1,1.1363,-1
"voc062a",18,"bandit70","bandit50b","bandit70",1,2.6203,1
"voc062a",19,"bandit10","bandit30","bandit30",2,2.083,1
"voc062a",20,"bandit30","bandit50a","bandit50a",2,1.1118,1
"voc062a",21,"bandit70","bandit50a","bandit70",1,0.94021,1
"voc062a",22,"bandit10","bandit90","bandit90",2,0.60008,1
"voc062a",23,"bandit90","bandit30","bandit90",1,0.56865,1
"voc062a",24,"bandit10","bandit50a","bandit50a",2,0.83423,1
"voc062a",25,"bandit90","bandit50b","bandit90",1,0.69926,1
"voc062a",26,"bandit90","bandit50a","bandit90",1,0.9839,1
"voc062a",27,"bandit10","bandit70","bandit10",1,1.8644,-1
"voc062a",28,"bandit50b","bandit50a","bandit50b",1,1.9663,0
"voc062a",29,"bandit10","bandit50b","bandit10",1,0.66361,-1
"voc062a",30,"bandit30","bandit70","bandit30",1,0.64572,-1
"voc062a",31,"bandit70","bandit90","bandit90",2,0.99731,1
"voc062a",32,"bandit50a","bandit90","bandit90",2,0.64512,1
"voc062a",33,"bandit50b","bandit70","bandit70",2,1.8699,1
"voc062a",34,"bandit50b","bandit30","bandit50b",1,0.77932,1
"voc062a",35,"bandit90","bandit10","bandit90",1,0.59661,1
"voc062a",36,"bandit50a","bandit30","bandit30",2,1.2622,-1
"voc062a",37,"bandit30","bandit90","bandit90",2,0.65336,1
"voc062a",38,"bandit50b","bandit10","bandit10",2,1.4192,-1
"voc062a",39,"bandit50a","bandit10","bandit50a",1,1.3553,1
"voc062a",40,"bandit70","bandit30","bandit30",2,1.606,-1
"voc062a",41,"bandit50b","bandit90","bandit90",2,0.60658,1
"voc062a",42,"bandit50a","bandit70","bandit50a",1,1.359,-1
"voc062a",43,"bandit70","bandit10","bandit70",1,1.3695,1
"voc062a",44,"bandit50a","bandit50b","bandit50b",2,1.9079,0
"voc062a",45,"bandit30","bandit10","bandit30",1,0.90346,1
