"subID","trial","bandit","response","trueProb","RT"
"voc070c",1,"bandit30",3,3,7.5747
"voc070c",2,"bandit50b",4,5,7.5036
"voc070c",3,"bandit90",9,9,2.565
"voc070c",4,"bandit10",1,1,2.1139
"voc070c",5,"bandit50a",2,5,5.5141
"voc070c",6,"bandit70",6,7,5.4639
