"subID","trial","bandit","response","trueProb","RT"
"voc061a",1,"bandit30",4,3,4.7866
"voc061a",2,"bandit50a",7,5,5.1087
"voc061a",3,"bandit90",7,9,2.4429
"voc061a",4,"bandit70",6,7,2.5408
"voc061a",5,"bandit50b",4,5,3.1165
"voc061a",6,"bandit10",3,1,4.5792
