"subID","trial","leftBandit","rightBandit","selectedBandit","banditKeyResp","RT","accuracy"
"voc066a",1,"bandit50b","bandit70","bandit70",2,3.9568,1
"voc066a",2,"bandit50b","bandit10","bandit50b",1,1.7421,1
"voc066a",3,"bandit70","bandit90","bandit90",2,1.0245,1
"voc066a",4,"bandit50b","bandit90","bandit90",2,1.369,1
"voc066a",5,"bandit70","bandit30","bandit70",1,1.7301,1
"voc066a",6,"bandit30","bandit90","bandit90",2,1.0699,1
"voc066a",7,"bandit90","bandit10","bandit90",1,0.93999,1
"voc066a",8,"bandit70","bandit10","bandit70",1,1.375,1
"voc066a",9,"bandit50a","bandit70","bandit70",2,2.5125,1
"voc066a",10,"bandit50a","bandit50b","bandit50a",1,1.9886,0
"voc066a",11,"bandit50b","bandit30","bandit50b",1,1.7649,1
"voc066a",12,"bandit50a","bandit30","bandit50a",1,2.1104,1
"voc066a",13,"bandit50a","bandit90","bandit90",2,0.8665,1
"voc066a",14,"bandit30","bandit10","bandit30",1,1.2327,1
"voc066a",15,"bandit50a","bandit10","bandit50a",1,1.1916,1
"voc066a",16,"bandit10","bandit50b","bandit50b",2,1.1689,1
"voc066a",17,"bandit30","bandit50b","bandit50b",2,2.3385,1
"voc066a",18,"bandit30","bandit50a","bandit50a",2,1.9489,1
"voc066a",19,"bandit90","bandit50b","bandit90",1,1.1998,1
"voc066a",20,"bandit10","bandit90","bandit90",2,0.82326,1
"voc066a",21,"bandit10","bandit70","bandit70",2,1.2485,1
"voc066a",22,"bandit70","bandit50a","bandit50a",2,1.1357,-1
"voc066a",23,"bandit70","bandit50b","bandit50b",2,2.5703,-1
"voc066a",24,"bandit10","bandit30","bandit30",2,1.8276,1
"voc066a",25,"bandit10","bandit50a","bandit50a",2,1.2426,1
"voc066a",26,"bandit90","bandit50a","bandit90",1,0.85038,1
"voc066a",27,"bandit90","bandit30","bandit90",1,0.7926,1
"voc066a",28,"bandit50b","bandit50a","bandit50b",1,2.1691,0
"voc066a",29,"bandit90","bandit70","bandit90",1,0.89947,1
"voc066a",30,"bandit30","bandit70","bandit70",2,1.1126,1
"voc066a",31,"bandit50a","bandit70","bandit70",2,1.1575,1
"voc066a",32,"bandit70","bandit10","bandit70",1,0.73586,1
"voc066a",33,"bandit50a","bandit50b","bandit50b",2,2.1306,0
"voc066a",34,"bandit50b","bandit10","bandit50b",1,0.72599,1
"voc066a",35,"bandit50a","bandit10","bandit50a",1,0.826,1
"voc066a",36,"bandit30","bandit90","bandit90",2,0.62681,1
"voc066a",37,"bandit50b","bandit30","bandit50b",1,1.4024,1
"voc066a",38,"bandit30","bandit10","bandit30",1,1.4194,1
"voc066a",39,"bandit50b","bandit90","bandit90",2,1.3069,1
"voc066a",40,"bandit50a","bandit30","bandit50a",1,1.5196,1
"voc066a",41,"bandit50a","bandit90","bandit90",2,1.1078,1
"voc066a",42,"bandit90","bandit10","bandit90",1,0.82367,1
"voc066a",43,"bandit50b","bandit70","bandit70",2,2.2155,1
"voc066a",44,"bandit70","bandit30","bandit70",1,0.84702,1
"voc066a",45,"bandit70","bandit90","bandit90",2,1.2692,1
"voc066a",46,"bandit50b","bandit50a","bandit50b",1,1.3242,0
"voc066a",47,"bandit30","bandit50b","bandit50b",2,1.5523,1
"voc066a",48,"bandit10","bandit30","bandit30",2,0.8737,1
"voc066a",49,"bandit70","bandit50a","bandit70",1,1.6246,1
"voc066a",50,"bandit10","bandit90","bandit90",2,0.76759,1
"voc066a",51,"bandit90","bandit50b","bandit90",1,0.8904,1
"voc066a",52,"bandit10","bandit50a","bandit50a",2,1.3198,1
