0.5,0.5,0.5,1.1,-0.5
0.5,0.5,0.5,1,-0.5
0.5,0.473,0.5,0.6865,-0.5
0.5,0.473,0.5,0.6865,0.5
0.473,0.473,0.473,0.473,0.527
0.51343,0.473,0.51343,0.99322,0.48657
0.48716,0.473,0.48716,0.58008,-0.48716
0.5,0.5,0.5,0.9,-0.5
0.52651,0.473,0.52651,0.49975,-0.473
0.5,0.473,0.5,0.7865,0.5
0.473,0.51343,0.51343,1.0932,0.527
0.473,0.46085,0.473,1.0669,0.527
0.51343,0.48716,0.51343,0.6003,0.48657
0.44746,0.52651,0.52651,0.78698,0.47349
0.46085,0.48716,0.48716,0.87401,0.51284
0.44746,0.53923,0.53923,0.59334,-0.44746
0.48716,0.52651,0.52651,0.70683,-0.52651
0.53923,0.4233,0.53923,0.88126,0.46077
0.46085,0.50094,0.50094,0.7809,0.49906
0.48716,0.49808,0.49808,0.49262,-0.48716
0.49808,0.46085,0.49808,0.97947,0.53915
0.55161,0.4233,0.55161,0.48745,0.44839
0.49808,0.47534,0.49808,1.0867,0.52466
0.4233,0.56366,0.56366,0.99348,-0.56366
0.46085,0.51435,0.51435,0.5876,-0.46085
0.49808,0.48944,0.49808,0.79376,0.51056
0.43597,0.51435,0.51435,0.67516,-0.43597
0.4233,0.53322,0.53322,1.0783,-0.4233
0.51435,0.41243,0.51435,0.96339,0.48565
0.50316,0.49808,0.50316,0.50062,0.50192
0.51156,0.50316,0.51156,0.60736,0.49684
0.51156,0.51651,0.51651,1.014,-0.51156
0.40044,0.53322,0.53322,0.86683,0.59956
0.5274,0.41243,0.5274,0.46991,-0.5274
0.53322,0.41655,0.53322,0.77489,-0.41655
0.48394,0.51651,0.51651,0.70022,0.48349
0.49892,0.41243,0.49892,0.75567,0.50108
0.53322,0.39406,0.53322,0.56364,0.46678
0.51238,0.41243,0.51238,1.0624,-0.41243
0.5295,0.48394,0.5295,0.90672,0.51606
0.39406,0.54577,0.54577,0.66991,0.45423
0.51238,0.39016,0.51238,0.85127,-0.39016
0.39406,0.55797,0.55797,0.97601,-0.39406
0.51238,0.36909,0.51238,0.94074,0.63091
0.55797,0.37278,0.55797,0.46537,0.44203
0.38604,0.51238,0.51238,0.54921,0.48762
0.49781,0.5295,0.5295,0.71365,0.4705
0.56985,0.37278,0.56985,0.67131,-0.37278
0.52549,0.38604,0.52549,1.0558,0.47451
0.54214,0.49781,0.54214,1.02,-0.54214
0.53824,0.38604,0.53824,0.66214,-0.38604
0.51287,0.49781,0.51287,0.90534,-0.51287
0.35265,0.56985,0.56985,0.86125,-0.35265
0.48517,0.49781,0.49781,0.79149,0.51483
0.3336,0.56985,0.56985,0.55173,-0.3336
0.36519,0.53824,0.53824,0.85172,-0.36519
0.499,0.49781,0.499,1.0984,-0.499
0.56985,0.31559,0.56985,1.0427,0.43015
0.53824,0.34547,0.53824,0.74186,0.46176
0.49781,0.47206,0.49781,0.58493,-0.47206
0.55064,0.34547,0.55064,0.44806,-0.55064
0.44657,0.49781,0.49781,0.47219,0.50219
0.31559,0.58141,0.58141,0.7485,0.41859
0.5113,0.44657,0.5113,0.87893,-0.44657
0.34547,0.52091,0.52091,0.43319,-0.52091
0.31559,0.59265,0.59265,0.45412,0.40735
0.5113,0.42245,0.5113,0.76688,0.57755
0.31559,0.6036,0.6036,0.75959,0.3964
0.49278,0.34547,0.49278,1.0191,-0.34547
0.43797,0.5113,0.5113,1.0746,0.56203
0.45307,0.5113,0.5113,0.68219,0.4887
0.32682,0.49278,0.49278,0.5098,0.50722
0.61425,0.31559,0.61425,0.96492,0.38575
0.45307,0.52443,0.52443,0.98875,0.47557
0.62461,0.31559,0.62461,1.0701,-0.31559
0.50641,0.32682,0.50641,0.61661,0.49359
0.45307,0.53721,0.53721,0.59514,-0.53721
0.32682,0.51967,0.51967,0.82325,0.48033
0.29855,0.62461,0.62461,0.66158,-0.29855
0.45307,0.5082,0.5082,0.48064,0.54693
0.32682,0.53258,0.53258,0.9297,-0.32682
0.28243,0.62461,0.62461,0.55352,0.37539
0.30917,0.53258,0.53258,0.72087,-0.53258
0.28243,0.6347,0.6347,0.85856,-0.28243
0.46777,0.5082,0.5082,0.58799,0.53223
0.48207,0.5082,0.5082,0.69514,0.51793
0.30917,0.50382,0.50382,0.60649,-0.30917
0.29248,0.50382,0.50382,0.39815,0.49618
0.26718,0.6347,0.6347,1.0509,0.3653
0.29248,0.51715,0.51715,1.0048,-0.51715
0.5082,0.49599,0.5082,1.0021,0.4918
0.26718,0.64452,0.64452,0.65585,0.35548
0.65407,0.26718,0.65407,0.46062,-0.65407
0.49599,0.52142,0.52142,0.5087,0.50401
0.29248,0.48923,0.48923,0.49085,0.51077
0.29248,0.50295,0.50295,0.89771,0.49705
0.61875,0.26718,0.61875,0.84296,0.38125
0.26718,0.62899,0.62899,0.54808,0.37101
0.52142,0.50953,0.52142,0.91547,0.49047
0.51631,0.29248,0.51631,0.80439,0.48369
0.26718,0.63896,0.63896,0.95307,0.36104
0.64866,0.26718,0.64866,0.75792,0.35134
0.52271,0.52142,0.52271,1.1221,0.47858
0.5293,0.29248,0.5293,0.71089,-0.29248
0.53427,0.52271,0.53427,0.82849,-0.52271
0.53427,0.49448,0.53427,0.71438,0.50552
0.50807,0.53427,0.53427,1.0212,0.49193
0.5293,0.27668,0.5293,1.003,0.72332
0.26718,0.6581,0.6581,0.96264,0.3419
0.26718,0.66729,0.66729,0.56723,0.33271
0.53427,0.52128,0.53427,0.92778,0.46573
0.5293,0.29612,0.5293,0.41271,-0.29612
0.54679,0.52128,0.54679,1.134,0.45321
0.26718,0.67623,0.67623,0.4717,0.32377
0.5293,0.28013,0.5293,0.60471,0.4707
0.68493,0.26718,0.68493,1.0761,0.31507
0.52128,0.55897,0.55897,0.54013,-0.55897
0.28013,0.54195,0.54195,0.91104,-0.28013
0.26718,0.6934,0.6934,0.68029,0.3066
0.26718,0.70163,0.70163,0.7844,-0.26718
0.52878,0.52128,0.52878,0.82503,-0.52878
0.54195,0.265,0.54195,0.80348,0.735
0.25275,0.70163,0.70163,0.87719,-0.25275
0.54195,0.28475,0.54195,0.51335,0.71525
0.30397,0.54195,0.54195,0.72296,-0.30397
0.50023,0.52128,0.52128,0.61076,-0.52128
0.28755,0.54195,0.54195,1.0148,-0.28755
0.54195,0.27203,0.54195,0.70699,-0.27203
0.2391,0.70163,0.70163,0.57037,0.7609
0.50023,0.49313,0.50023,1.0967,0.50687
0.54195,0.25734,0.54195,0.79964,0.45805
0.55426,0.25734,0.55426,0.9058,0.44574
0.70163,0.25955,0.70163,0.48059,0.29837
0.50675,0.50023,0.50675,0.80349,0.49977
