trial_type,trial_index,time_elapsed,internal_node_id,task_version,subject_id,interactions,success,rt,stimulus,key_press,button_pressed,offer,arcade_color_L,arcade_color_R,arcade_outcome_L,arcade_outcome_R,correct,stage_1_key,stage_1_choice,stage_1_rt,stage_2_key,stage_2_choice,stage_2_rt,stage_3_outcome,accuracy,phase,responses,num_errors,context,reward_prob_L,reward_prob_R,arcade_id_L,arcade_id_R,trial,block,response
pavlovia,0,10,0.0-0.0,voc_e2,12383,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fullscreen,1,3487,0.0-1.0,voc_e2,12383,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2534}]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-keyboard-response,2,6560,0.0-2.0,voc_e2,12383,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2534}]",NA,2749,static/audio/beep_loop.wav,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,3,8452,0.0-3.0,voc_e2,12383,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2534}]",NA,NA,static/audio/turtle.wav,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,4,10828,0.0-4.0,voc_e2,12383,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2534}]",NA,NA,static/audio/shark.wav,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,5,17750,0.0-5.0-0.0,voc_e2,12383,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2534}]",NA,1138.5,static/audio/instructions1.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,6,28581,0.0-5.0-1.0,voc_e2,12383,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2534}]",NA,4089.2999999821186,static/audio/instructions2.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,7,37046,0.0-5.0-2.0,voc_e2,12383,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2534}]",NA,2653.300000011921,static/audio/instructions3.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,8,60134,0.0-5.0-3.0,voc_e2,12383,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2534}]",NA,9861,static/audio/instructions4.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,9,70885,0.0-5.0-4.0,voc_e2,12383,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2534}]",NA,1362.9000000059605,static/audio/instructions5.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,10,74551,0.0-5.0-5.0-0.0,voc_e2,12383,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2534}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,2143.199999988079,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,11,78982,0.0-5.0-5.0-1.0,voc_e2,12383,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2534}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,2925.2000000178814,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,12,80921,0.0-5.0-5.0-2.0,voc_e2,12383,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2534}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,0,10,1,null,null,null,37,1,427.7000000178814,0,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,13,82725,0.0-5.0-5.0-3.0,voc_e2,12383,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2534}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,293.19999998807907,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
