trial_type,trial_index,time_elapsed,internal_node_id,task_version,subject_id,interactions,success,rt,stimulus,key_press,button_pressed,offer,arcade_color_L,arcade_color_R,arcade_outcome_L,arcade_outcome_R,correct,stage_1_key,stage_1_choice,stage_1_rt,stage_2_key,stage_2_choice,stage_2_rt,stage_3_outcome,accuracy,phase,responses,num_errors,context,reward_prob_L,reward_prob_R,arcade_id_L,arcade_id_R,trial,block,response
pavlovia,0,10,0.0-0.0,voc_e2,11985,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fullscreen,1,29043,0.0-1.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-keyboard-response,2,30927,0.0-2.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,1808,static/audio/beep_loop.wav,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,3,32489,0.0-3.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,NA,static/audio/turtle.wav,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,4,36656,0.0-4.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,NA,static/audio/shark.wav,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,5,44206,0.0-5.0-0.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,1766.2000000476835,static/audio/instructions1.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,6,53908,0.0-5.0-1.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,2962,static/audio/instructions2.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,7,64239,0.0-5.0-2.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,4530.899999856949,static/audio/instructions3.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,8,112406,0.0-5.0-3.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,34944,static/audio/instructions4.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,9,138159,0.0-5.0-4.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,16331.699999809263,static/audio/instructions5.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,10,140930,0.0-5.0-5.0-0.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,1256.2000000476835,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,11,143093,0.0-5.0-5.0-1.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,658,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,12,145354,0.0-5.0-5.0-2.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,0,10,1,null,null,null,37,1,753.9000000953674,0,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,13,147307,0.0-5.0-5.0-3.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,448,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,14,149409,0.0-5.0-5.0-4.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,597.7999999523163,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,15,168641,0.0-5.0-6.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,1229.5999999046326,static/audio/instructions6.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,16,188574,0.0-5.0-7.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,735.8999998569489,static/audio/instructions7.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,17,198624,0.0-5.0-8.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,579.2000000476837,static/audio/instructions8.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-comprehension,18,207457,0.0-5.0-9.0,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,8831.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"false,true",1,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,19,212706,0.0-5.1-0.1,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,468.30000019073486,static/audio/instructions1.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,20,219925,0.0-5.1-1.1,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,476.7999999523163,static/audio/instructions2.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,21,225975,0.0-5.1-2.1,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,249.59999990463257,static/audio/instructions3.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,22,239774,0.0-5.1-3.1,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,571.2999999523163,static/audio/instructions4.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,23,249524,0.0-5.1-4.1,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,363.2999999523163,static/audio/instructions5.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,24,251526,0.0-5.1-5.1-0.1,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,497.2999999523163,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,25,253147,0.0-5.1-5.1-1.1,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,115,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,26,254941,0.0-5.1-5.1-2.1,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,0,10,1,null,null,null,37,1,289.40000009536743,0,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,27,256856,0.0-5.1-5.1-3.1,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,412.7000000476837,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,28,258707,0.0-5.1-5.1-4.1,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,347.5,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,29,277558,0.0-5.1-6.1,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,845.5,static/audio/instructions6.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,30,297606,0.0-5.1-7.1,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,850.8000001907349,static/audio/instructions7.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,31,307573,0.0-5.1-8.1,voc_e2,11985,"[{""event"":""fullscreenenter"",""trial"":1,""time"":28051}]",NA,497.7999999523163,static/audio/instructions8.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
