trial_type,trial_index,time_elapsed,internal_node_id,task_version,subject_id,interactions,success,rt,stimulus,key_press,button_pressed,offer,arcade_color_L,arcade_color_R,arcade_outcome_L,arcade_outcome_R,correct,stage_1_key,stage_1_choice,stage_1_rt,stage_2_key,stage_2_choice,stage_2_rt,stage_3_outcome,accuracy,phase,responses,num_errors,context,reward_prob_L,reward_prob_R,arcade_id_L,arcade_id_R,trial,block,response
pavlovia,0,13,0.0-0.0,voc_e2,11753,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fullscreen,1,3854,0.0-1.0,voc_e2,11753,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2883}]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-keyboard-response,2,9273,0.0-2.0,voc_e2,11753,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2883}]",NA,0,static/audio/beep_loop.wav,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,3,17152,0.0-3.0,voc_e2,11753,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2883},{""event"":""fullscreenexit"",""trial"":3,""time"":14467},{""event"":""blur"",""trial"":3,""time"":14468},{""event"":""focus"",""trial"":3,""time"":14477}]",NA,NA,static/audio/turtle.wav,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,4,19685,0.0-4.0,voc_e2,11753,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2883},{""event"":""fullscreenexit"",""trial"":3,""time"":14467},{""event"":""blur"",""trial"":3,""time"":14468},{""event"":""focus"",""trial"":3,""time"":14477}]",NA,NA,static/audio/shark.wav,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,5,31534,0.0-5.0-0.0,voc_e2,11753,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2883},{""event"":""fullscreenexit"",""trial"":3,""time"":14467},{""event"":""blur"",""trial"":3,""time"":14468},{""event"":""focus"",""trial"":3,""time"":14477}]",NA,6065,static/audio/instructions1.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,6,39970,0.0-5.0-1.0,voc_e2,11753,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2883},{""event"":""fullscreenexit"",""trial"":3,""time"":14467},{""event"":""blur"",""trial"":3,""time"":14468},{""event"":""focus"",""trial"":3,""time"":14477}]",NA,1694,static/audio/instructions2.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,7,57654,0.0-5.0-2.0,voc_e2,11753,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2883},{""event"":""fullscreenexit"",""trial"":3,""time"":14467},{""event"":""blur"",""trial"":3,""time"":14468},{""event"":""focus"",""trial"":3,""time"":14477}]",NA,11878,static/audio/instructions3.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,8,75436,0.0-5.0-3.0,voc_e2,11753,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2883},{""event"":""fullscreenexit"",""trial"":3,""time"":14467},{""event"":""blur"",""trial"":3,""time"":14468},{""event"":""focus"",""trial"":3,""time"":14477}]",NA,4547,static/audio/instructions4.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,9,88437,0.0-5.0-4.0,voc_e2,11753,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2883},{""event"":""fullscreenexit"",""trial"":3,""time"":14467},{""event"":""blur"",""trial"":3,""time"":14468},{""event"":""focus"",""trial"":3,""time"":14477}]",NA,3614,static/audio/instructions5.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
