trial_type,trial_index,time_elapsed,internal_node_id,task_version,subject_id,interactions,success,rt,stimulus,key_press,button_pressed,offer,arcade_color_L,arcade_color_R,arcade_outcome_L,arcade_outcome_R,correct,stage_1_key,stage_1_choice,stage_1_rt,stage_2_key,stage_2_choice,stage_2_rt,stage_3_outcome,accuracy,phase,responses,num_errors,context,reward_prob_L,reward_prob_R,arcade_id_L,arcade_id_R,trial,block,response
pavlovia,0,6,0.0-0.0,voc_e2,12044,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fullscreen,1,4036,0.0-1.0,voc_e2,12044,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3066},{""event"":""fullscreenexit"",""trial"":1,""time"":3714}]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-keyboard-response,2,9689,0.0-2.0,voc_e2,12044,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3066},{""event"":""fullscreenexit"",""trial"":1,""time"":3714}]",NA,5611,static/audio/beep_loop.wav,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,3,11987,0.0-3.0,voc_e2,12044,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3066},{""event"":""fullscreenexit"",""trial"":1,""time"":3714}]",NA,NA,static/audio/turtle.wav,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,4,16803,0.0-4.0,voc_e2,12044,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3066},{""event"":""fullscreenexit"",""trial"":1,""time"":3714}]",NA,NA,static/audio/shark.wav,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,5,24412,0.0-5.0-0.0,voc_e2,12044,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3066},{""event"":""fullscreenexit"",""trial"":1,""time"":3714}]",NA,1824.5,static/audio/instructions1.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,6,34876,0.0-5.0-1.0,voc_e2,12044,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3066},{""event"":""fullscreenexit"",""trial"":1,""time"":3714}]",NA,3718.099999964237,static/audio/instructions2.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,7,45643,0.0-5.0-2.0,voc_e2,12044,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3066},{""event"":""fullscreenexit"",""trial"":1,""time"":3714}]",NA,4966,static/audio/instructions3.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,8,71652,0.0-5.0-3.0,voc_e2,12044,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3066},{""event"":""fullscreenexit"",""trial"":1,""time"":3714}]",NA,12783.80000001192,static/audio/instructions4.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,9,82532,0.0-5.0-4.0,voc_e2,12044,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3066},{""event"":""fullscreenexit"",""trial"":1,""time"":3714}]",NA,1493.300000011921,static/audio/instructions5.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
