trial_type,trial_index,time_elapsed,internal_node_id,task_version,subject_id,interactions,success,rt,stimulus,key_press,button_pressed,offer,arcade_color_L,arcade_color_R,arcade_outcome_L,arcade_outcome_R,correct,stage_1_key,stage_1_choice,stage_1_rt,stage_2_key,stage_2_choice,stage_2_rt,stage_3_outcome,accuracy,phase,responses,num_errors,context,reward_prob_L,reward_prob_R,arcade_id_L,arcade_id_R,trial,block,response
pavlovia,0,15,0.0-0.0,voc_e2,12287,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fullscreen,1,3202,0.0-1.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233}]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-keyboard-response,2,7109,0.0-2.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233}]",NA,3787,static/audio/beep_loop.wav,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,3,9358,0.0-3.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233}]",NA,NA,static/audio/turtle.wav,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,4,11595,0.0-4.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233}]",NA,NA,static/audio/shark.wav,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,5,18752,0.0-5.0-0.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233}]",NA,1374.0999999046326,static/audio/instructions1.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,6,34377,0.0-5.0-1.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233}]",NA,8882.200000286102,static/audio/instructions2.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,7,41310,0.0-5.0-2.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233}]",NA,1130.4000000953674,static/audio/instructions3.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,8,55364,0.0-5.0-3.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233}]",NA,827.4000000953674,static/audio/instructions4.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,9,135911,0.0-5.0-4.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233},{""event"":""blur"",""trial"":9,""time"":62984},{""event"":""focus"",""trial"":9,""time"":92939},{""event"":""blur"",""trial"":9,""time"":123040},{""event"":""focus"",""trial"":9,""time"":135179}]",NA,71158.40000009537,static/audio/instructions5.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,10,147557,0.0-5.0-5.0-0.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233},{""event"":""blur"",""trial"":9,""time"":62984},{""event"":""focus"",""trial"":9,""time"":92939},{""event"":""blur"",""trial"":9,""time"":123040},{""event"":""focus"",""trial"":9,""time"":135179},{""event"":""blur"",""trial"":10,""time"":137224},{""event"":""focus"",""trial"":10,""time"":145296}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,10086.900000095367,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,11,149605,0.0-5.0-5.0-1.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233},{""event"":""blur"",""trial"":9,""time"":62984},{""event"":""focus"",""trial"":9,""time"":92939},{""event"":""blur"",""trial"":9,""time"":123040},{""event"":""focus"",""trial"":9,""time"":135179},{""event"":""blur"",""trial"":10,""time"":137224},{""event"":""focus"",""trial"":10,""time"":145296}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,542.4000000953674,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,12,151422,0.0-5.0-5.0-2.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233},{""event"":""blur"",""trial"":9,""time"":62984},{""event"":""focus"",""trial"":9,""time"":92939},{""event"":""blur"",""trial"":9,""time"":123040},{""event"":""focus"",""trial"":9,""time"":135179},{""event"":""blur"",""trial"":10,""time"":137224},{""event"":""focus"",""trial"":10,""time"":145296}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,0,10,1,null,null,null,37,1,311.2000002861023,0,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,13,153353,0.0-5.0-5.0-3.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233},{""event"":""blur"",""trial"":9,""time"":62984},{""event"":""focus"",""trial"":9,""time"":92939},{""event"":""blur"",""trial"":9,""time"":123040},{""event"":""focus"",""trial"":9,""time"":135179},{""event"":""blur"",""trial"":10,""time"":137224},{""event"":""focus"",""trial"":10,""time"":145296}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,425.2000002861023,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,14,155143,0.0-5.0-5.0-4.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233},{""event"":""blur"",""trial"":9,""time"":62984},{""event"":""focus"",""trial"":9,""time"":92939},{""event"":""blur"",""trial"":9,""time"":123040},{""event"":""focus"",""trial"":9,""time"":135179},{""event"":""blur"",""trial"":10,""time"":137224},{""event"":""focus"",""trial"":10,""time"":145296}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,285.90000009536743,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,15,174711,0.0-5.0-6.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233},{""event"":""blur"",""trial"":9,""time"":62984},{""event"":""focus"",""trial"":9,""time"":92939},{""event"":""blur"",""trial"":9,""time"":123040},{""event"":""focus"",""trial"":9,""time"":135179},{""event"":""blur"",""trial"":10,""time"":137224},{""event"":""focus"",""trial"":10,""time"":145296}]",NA,1563.5,static/audio/instructions6.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,16,194949,0.0-5.0-7.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233},{""event"":""blur"",""trial"":9,""time"":62984},{""event"":""focus"",""trial"":9,""time"":92939},{""event"":""blur"",""trial"":9,""time"":123040},{""event"":""focus"",""trial"":9,""time"":135179},{""event"":""blur"",""trial"":10,""time"":137224},{""event"":""focus"",""trial"":10,""time"":145296}]",NA,1038.7000002861023,static/audio/instructions7.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,17,207757,0.0-5.0-8.0,voc_e2,12287,"[{""event"":""fullscreenenter"",""trial"":1,""time"":2233},{""event"":""blur"",""trial"":9,""time"":62984},{""event"":""focus"",""trial"":9,""time"":92939},{""event"":""blur"",""trial"":9,""time"":123040},{""event"":""focus"",""trial"":9,""time"":135179},{""event"":""blur"",""trial"":10,""time"":137224},{""event"":""focus"",""trial"":10,""time"":145296}]",NA,3335.300000190735,static/audio/instructions8.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
