281.86,-283.92,567.72,576.29,0.4619,3.5874
289.87,-291.91,583.74,592.31,0.54837,3.2922
228.55,-230.75,461.11,469.46,0.31151,4.898
210.63,-212.97,425.26,433.63,0.25043,5.7876
111.35,-115.79,226.7,234.71,0.027639,14.191
257.71,-259.88,519.42,527.9,0.20232,4.4711
238.12,-240.29,480.23,488.73,0.51315,4.8255
391.08,-393.26,786.16,795.05,0.59823,1.7094
264.87,-266.98,533.75,542.28,0.32912,4.0875
225.28,-227.51,454.55,462.88,0.31518,5.1877
223.17,-225.4,450.35,458.67,0.23478,5.0037
342.21,-344.69,688.42,697.13,0.99011,1.7962
295.08,-297.14,594.17,602.63,0.29691,3.1448
214.97,-217.41,433.94,442.07,0.050563,5.5583
284.94,-287.04,573.87,582.4,0.19849,3.6175
66.006,-71.88,136.01,143.62,4.0817e-05,17.108
186.1,-188.8,376.2,384.55,0.21296,7.6784
248.48,-250.65,500.95,509.34,0.22563,4.4938
391.06,-393.82,786.13,794.83,0.65614,0.68651
330.59,-332.69,665.19,673.78,0.59264,2.1234
296.95,-299.01,597.9,606.4,0.3017,3.1244
183.22,-186.2,370.45,378.5,0.0065681,7.4504
314.21,-316.26,632.42,641.04,0.55528,2.6654
181.7,-184.36,367.41,375.65,0.16216,7.3614
285.64,-287.71,575.29,583.8,0.2669,3.2819
294.96,-297.01,593.92,602.58,0.40963,3.4098
260.98,-263.09,525.96,534.39,0.3147,4.129
305.61,-307.93,615.21,623.57,0.015783,2.6667
333.47,-335.58,670.94,679.5,0.47059,2.0065
174.42,-177.06,352.84,361.15,0.23775,7.3881
337.35,-339.57,678.7,687.34,0.82088,1.7623
313.19,-315.31,630.38,638.83,0.18099,2.3409
272.66,-274.78,549.33,557.79,0.24544,3.9723
322.93,-325.03,649.86,658.39,0.23831,2.3281
243.61,-245.84,491.22,499.42,0.054628,3.8056
353.79,-356.37,711.59,720.12,0.79823,0.9102
351.89,-354.97,707.79,716.28,0.98308,0.63302
133.25,-136.86,270.5,278.65,0.076459,11.305
430.63,-434.75,865.27,874.13,0.94598,0.17094
265.25,-267.41,534.5,542.99,0.2377,4.4364
255,-257.14,514.01,522.43,0.31072,4.3593
282.22,-284.56,568.44,576.68,0.013531,2.9684
284.79,-286.87,573.58,582.13,0.25524,3.5686
242.96,-245.14,489.92,498.4,0.28212,4.6534
222.85,-225.1,449.7,458.09,0.37338,5.3145
365.54,-367.67,735.09,743.97,0.71566,2.0329
330.37,-332.49,664.74,673.31,0.45607,1.9537
334.26,-337.48,672.52,680.88,0.20447,0.40448
269.19,-271.27,542.39,550.91,0.47907,3.8307
322.33,-324.46,648.65,657.13,0.62008,1.9362
223.46,-225.84,450.91,459.24,0.12304,5.6954
245.01,-247.14,494.02,502.46,0.29556,4.281
283.44,-285.55,570.88,579.45,0.25978,3.9286
237.74,-240.28,479.48,487.41,0.0017231,2.876
271.34,-273.88,546.67,554.75,0.002736,2.1347
332.47,-334.55,668.94,677.67,0.65188,2.366
236.53,-238.65,477.06,485.43,0.51811,4.3539
356.09,-358.33,716.18,724.84,0.70477,1.5217
316.17,-318.22,636.34,644.97,0.35207,3.0242
402.68,-405.73,809.36,818.1,0.7916,0.49305
273.33,-275.38,550.67,558.94,0.37083,2.806
390.59,-393.11,785.19,793.93,0.68516,0.95912
302.1,-304.16,608.21,617.06,0.67367,3.3321
308.82,-310.86,621.63,630.34,0.58878,3.0282
287.2,-289.59,578.39,586.67,0.0076214,3.0331
270.53,-272.65,545.06,553.41,0.16311,3.5789
265.12,-267.17,534.23,542.67,0.36341,3.3875
338.75,-342.1,681.5,689.89,0.41161,0.33427
277.11,-279.18,558.22,566.58,0.24333,3.0319
288.86,-290.92,581.73,590.16,0.59452,2.6322
179.84,-182.48,363.67,371.98,0.18602,7.3695
281.43,-283.5,566.86,575.45,0.4313,3.708
271.73,-273.83,547.46,555.94,0.27273,3.8984
235.37,-238.16,474.74,482.7,0.0001368,3.1291
239.56,-241.78,483.12,491.49,0.21064,4.8993
313.88,-315.95,631.76,640.32,0.25477,2.6721
196.97,-199.67,397.94,406.11,0.028905,6.7305
335.79,-337.85,675.58,684.33,0.63924,2.6318
311.5,-313.61,626.99,635.39,0.33811,2.0285
263.75,-265.81,531.5,540.08,0.48519,3.6018
316.15,-318.22,636.3,645.15,0.75111,2.8684
153.76,-156.88,311.51,319.4,0.0046464,7.9902
331.03,-333.11,666.06,674.65,0.38798,2.2867
244.91,-247.04,493.83,502.25,0.30648,4.2082
316.5,-319.2,637.01,645.28,0.21091,0.7743
310.68,-312.72,625.36,633.99,0.57265,2.842
329.28,-331.74,662.56,670.94,0.025766,1.5161
185.89,-188.61,375.79,383.72,0.0075048,6.1327
247.6,-249.83,499.21,507.62,0.18346,4.8118
278.49,-280.76,560.97,569.22,0.024707,3.1117
383.9,-386.36,771.8,780.53,0.69646,1.0486
328.19,-331.12,660.38,668.71,0.40613,0.54808
