281.3,-285.42,570.6,587.74,0.48155,0.58083,3.8638,3.2859
257.29,-262.22,522.58,539.73,0.62254,0.00053309,2.7889,5.4466
227.91,-232.3,463.82,480.52,0.27929,0.34621,5.255,4.4191
202.88,-208.01,413.76,430.5,0.4101,0.0018879,6.6904,4.7424
111.29,-118.94,230.57,246.58,0.1318,0.013202,15.723,7.6431
252.28,-256.93,512.56,529.53,0.55038,0.0076567,5.4534,3.0346
236.56,-240.95,481.13,498.13,0.34247,0.53069,4.6742,5.1705
336.51,-345.25,681.02,698.8,0.055561,0.093564,0.034387,9.0812
259.22,-263.63,526.44,543.5,0.24917,0.73364,5.7481,2.5581
221.63,-226.12,451.27,467.92,0.47163,0.28518,5.9883,4.3583
215.83,-222.81,439.66,456.32,0.18313,0.020931,2.8313,15.77
296.95,-310.33,601.9,619.33,0.015756,0.067866,0.045997,26.641
229.31,-234.33,466.61,483.54,0.64404,0.00025392,4.8962,4.5624
172.37,-178.25,352.74,368.99,0.23429,0.0012848,8.0281,7.3225
277.11,-281.86,562.23,579.28,0.00083169,0.24226,3.9072,3.7918
66.106,-74.589,140.21,155.43,0.00076599,4.501e-05,17.105,2.9889
151.92,-158.66,311.85,328.55,0.53767,0.00017516,10.629,7.8017
239.26,-243.8,486.53,503.3,0.56148,0.17232,6.4657,2.6295
384.67,-390.77,777.35,794.75,0.0029538,0.99575,1.5839,0.47657
317.45,-321.99,642.9,660.08,0.86054,0.62367,4.5989,1.2849
290.84,-295.42,589.68,606.69,0.42751,0.93411,4.987,1.4735
163.98,-170.66,335.96,352.07,0.092032,0.00049775,12.284,1.5371
248.25,-261.24,504.49,521.75,0.030882,0.097273,0.1756,30
174.42,-179.91,356.84,373.32,0.37996,0.014512,8.6502,5.9336
274.71,-278.96,557.43,574.46,0.55817,0.074436,3.8525,2.9662
275.43,-282.84,558.86,576.17,0.11019,0.0030128,0.32165,11.355
257.89,-262.13,523.78,540.63,0.5079,0.23842,4.7343,3.4365
274.83,-280.43,557.67,574.37,0.11201,0.54959,6.0996,0.42384
307.54,-312.52,623.07,640.19,0.70089,0.0014617,4.8687,1.3916
173.45,-178.66,354.9,371.51,0.30038,0.21565,7.4936,7.008
331.17,-335.62,670.34,687.61,0.94953,0.41665,2.921,1.483
288.98,-293.71,585.95,602.85,0.63367,0.087397,5.4062,1.1929
268.74,-273.2,545.48,562.41,0.22353,0.095295,3.4327,5.4476
316.01,-320.64,640.03,657.07,0.014536,0.18672,1.4709,3.465
227.87,-232.85,463.73,480.14,0.21533,0.0015459,5.9826,2.1327
348.37,-353.54,704.75,721.82,0.98539,0.32543,2.1474,0.65518
333.87,-339.83,675.75,692.74,0.97095,0.72416,2.9721,0.23333
122.3,-129.98,252.59,268.89,0.0010118,0.11329,11.962,10.948
430.16,-437.39,868.31,886.04,0.98788,0.18197,0.64455,0.15068
221.71,-227.75,451.43,468.41,0.00017366,0.19981,4.5299,9.8105
236.81,-241.61,481.62,498.46,0.47468,0.0045718,4.9192,5.0985
279.17,-284.35,566.33,582.8,0.79232,0.41901,4.2351,0.48297
263.19,-268.15,534.39,551.49,0.0013906,0.77508,5.7005,2.0525
237.26,-242.28,482.52,499.48,0.17333,0.1471,3.321,8.5873
214.78,-219.41,437.56,454.34,0.50841,0.13872,5.9542,5.1345
320.62,-330.62,649.24,667.01,0.031637,0.16599,0.032253,13.921
321.97,-327.07,651.94,669.09,0.00092083,0.95933,2.9471,1.2863
332.15,-338.55,672.3,689.02,0.27198,0.9536,1.2009,0.19351
265.79,-270.38,539.57,556.61,0.23861,0.20787,2.6795,6.7019
301.86,-308.7,611.72,628.68,0.05687,0.0010209,0.67917,10.899
207.39,-212.61,422.77,439.42,0.31501,0.0034875,7.479,4.7509
241.09,-245.39,490.18,507.05,0.52578,0.2083,4.727,4.0814
248.39,-255.43,504.78,521.92,0.00018249,0.14506,2.2516,14.003
237.71,-242.74,483.41,499.28,0.0035038,0.0017912,2.8712,3.7844
271.26,-276.26,550.52,566.67,0.009136,0.0011665,2.1351,3.1384
326.08,-330.34,660.17,677.61,0.83893,0.23876,3.1758,1.9769
234.2,-238.45,476.4,493.13,0.61118,0.4109,4.4408,4.2929
352.89,-357.53,713.78,731.1,0.76218,0.9622,2.3995,1.2175
290.92,-295.5,589.83,607.09,0.5708,0.0017658,3.195,3.3159
392.5,-398.66,793,810.49,0.00052877,0.99684,1.2256,0.67069
264.26,-268.59,536.51,553.07,0.45972,0.57608,4.4839,1.6379
383.49,-391.36,774.98,792.47,0.027936,0.0032491,0.051795,4.1134
253.15,-262.53,514.31,532.02,0.212,0.19341,0.064548,14.843
268.78,-280.36,545.56,562.96,0.00015506,0.076282,0.099581,21.493
273.8,-279.82,555.6,572.15,0.12675,0.0015756,4.8935,0.3729
253.54,-258.3,515.09,531.79,0.31913,0.0014025,4.8678,3.1968
249.07,-253.46,506.14,523.01,0.018605,0.57227,2.6269,3.841
337.64,-343.97,683.27,700.04,0.59939,0.018098,0.93053,0.26712
270.36,-274.63,548.72,565.44,0.18449,0.42922,4.3814,2.1569
270.43,-275.18,548.86,565.72,0.24584,0.93577,5.5698,1.3169
169.49,-175.03,346.97,363.59,0.015433,0.27253,8.9754,5.7327
261.57,-266.37,531.14,548.32,0.55091,0.0010172,4.925,3.6707
267.24,-271.69,542.48,559.45,0.21137,0.13847,2.9392,5.6867
235.47,-240.9,478.94,494.86,0.00046886,0.00019255,3.1309,2.9687
231.67,-236.22,471.33,488.08,0.14274,0.53453,6.5348,3.0161
303.42,-308.01,614.83,631.96,0.11065,0.19686,1.2381,4.3311
182.58,-188.38,373.16,389.5,0.0014112,0.14454,9.9877,2.7888
255.4,-262.56,518.81,536.32,0.0002485,0.33259,0.5172,11.292
290.08,-295.43,588.16,604.95,0.56004,0.0066473,5.1177,0.66299
246.72,-251.15,501.43,518.59,0.71255,0.024178,4.1239,3.9808
278.02,-287.36,564.04,581.73,0.26961,0.010554,0.047851,12.6
151.89,-157.51,311.77,327.54,0.0095607,0.0099508,8.9031,2.4925
327.67,-332.14,663.34,680.52,0.66289,0.014929,2.4521,1.9815
224.13,-229.28,456.26,473.1,0.00040982,0.40187,6.67,2.9858
316.46,-321.71,640.92,657.47,0.30704,0.20645,0.98667,0.71688
291.99,-296.67,591.98,609.23,0.42496,0.0018579,2.4989,4.5019
303.91,-309.86,615.82,632.6,0.41195,0.92698,4.1701,0.22337
173.09,-182.39,354.18,370.05,0.03122,0.00031678,5.881,21.002
232.68,-238.27,473.35,490.17,0.99698,0.19712,8.8701,1.6365
270.53,-275.39,549.06,565.56,0.18472,0.0020544,4.2807,1.5635
374.86,-381.71,757.72,775.17,0.11215,0.12147,0.087768,2.2996
324.32,-330.12,656.65,673.31,0.88924,0.44928,1.5829,0.28403
