194.5,-202.58,402.99,432.98,0.23538,0.033251,0.19804,0.065544,8.3929,8.9999,0.33251
199.3,-206.32,412.59,442.59,0.32553,0.41118,0.0077476,0.46988,5.1246,7.0885,0.28667
196.75,-204.99,407.5,436.73,0.039805,0.16585,0.0047206,0.65738,7.8758,9.1857,0.2036
171.35,-179.33,356.71,385.99,0.93567,0.043079,0.22062,0.069081,9.3927,7.1225,0.14485
88.282,-104.37,190.56,218.57,0.0020317,0.041206,0.0095376,0.025431,21.161,23.532,0.097378
153.36,-162.56,320.72,350.42,0.15287,0.26949,0.0014492,0.98823,12.192,7.767,0.23484
141.13,-150.32,296.26,326.01,0.96995,0.075784,0.091612,0.0027241,11.115,9.0225,0.21793
124.06,-131.48,262.11,293.22,0.064648,0.046746,0.5,0.105,3.1089,8.4926,2.076
177.1,-187.15,368.21,398.06,0.008403,0.059071,0.023119,0.13312,12.82,11.231,0.33917
187.6,-195.76,389.19,418.34,0.78196,0.065693,0.40928,0.041023,9.569,8.4781,0.19843
157.94,-166.66,329.87,359.02,0.16,0.0039529,0.0009643,0.60302,8.7427,8.813,0.095231
172.15,-180.78,358.29,388.8,0.1391,0.00064009,0.27931,0.0047419,3.7751,11.609,0.61704
155.13,-165.39,324.25,353.88,0.16745,0.00047317,0.00073442,0.00019654,10.267,9.8913,0.21568
169.42,-177.6,352.84,381.27,0.43039,0.095307,0.032909,0.00047831,8.7524,6.5986,0.017373
156.79,-166.67,327.59,357.43,0.083973,0.0005304,0.00086584,0.063545,14.757,4.7045,0.20998
57.423,-65.989,128.85,155.48,0.82511,0.013658,0.75977,0.00095808,11.199,1.3908,-0.12664
66.092,-80.901,146.18,175.41,0.18046,0.027706,0.0089871,0.00045681,28.522,10.848,0.14532
188.65,-198.1,391.31,420.67,0.091691,0.00093343,0.061389,0.0010003,11.853,7.1769,0.22603
302.6,-310.73,619.19,649.65,0.030966,0.00023436,0.0014459,0.001613,2.2084,4.8032,0.94683
217.79,-226.73,449.59,479.66,0.97931,0.023512,0.55479,0.016209,12.818,6.3037,0.39238
189.43,-198.49,392.87,422.63,0.21218,0.00067969,0.016444,0.00046531,10.166,6.3662,0.23811
119.09,-131.9,252.18,280.38,0.00088942,0.13465,0.0012864,0.68085,25.918,1.5867,0.14839
146.44,-155.36,306.88,337.08,0.30992,0.0014763,0.29451,0.14496,6.1722,13.433,0.33259
144.71,-156.31,303.42,332.26,0.097462,0.00067793,0.12779,0.0023209,11.876,16.478,0.16437
227.94,-234.79,469.88,499.69,0.19688,0.099213,0.0034374,0.5743,5.826,3.2154,0.2203
162.45,-169.89,338.91,369.2,0.17548,0.12157,0.012708,0.82198,8.0789,5.6438,0.31179
194.57,-207.97,403.14,432.65,0.0078386,0.0029164,0.016746,0.0011682,11.483,21.929,0.32573
221.77,-230.61,457.54,486.78,0.0010239,0.59688,0.0018583,0.71279,12.646,2.6535,0.29982
194.05,-207.24,402.11,432.07,0.012801,0.00085613,0.00038229,0.00029588,18.156,12.55,0.39935
141.5,-150.24,297,326.07,0.46265,0.0088907,0.086786,0.043793,10.605,8.783,0.10485
266.67,-274.01,547.34,577.56,0.095721,0.82279,0.0037053,0.93314,7.1974,4.5608,0.44629
211.85,-221.45,437.71,467.28,0.6515,0.00047974,0.58513,0.014357,14.439,6.7752,0.33629
204.74,-215.8,423.47,453.09,0.029565,0.034546,0.022564,0.00050898,9.3314,16.583,0.32185
271.33,-279.73,556.66,586.49,0.0067841,0.0018631,0.018267,0.034179,4.9212,9.1966,0.40078
218.62,-225.98,451.23,479.94,0.094091,0.052298,0.00065588,0.24968,6.889,2.3743,0.071839
314.84,-321.73,643.68,673.56,0.66293,0.007155,0.90742,0.0065889,4.1711,2.8795,0.45616
265.51,-274.63,545.01,574.75,0.00032272,0.3474,0.0005483,0.7207,9.8209,0.65361,0.36419
70.904,-84.158,155.81,184.32,0.58191,0.002296,0.059935,0.00045569,22.361,11.846,0.050208
251.38,-258.36,516.75,547.77,0.62125,0.0086233,0.46432,0.046409,2.2135,1.3645,1.8857
107.8,-118.99,229.59,259.31,0.38895,0.0038457,0.0136,0.0016103,17.469,9.1404,0.20654
175.92,-184.81,365.84,395.31,0.41038,0.098139,0.074091,0.00068991,10.5,8.698,0.21582
257.11,-265.03,528.23,557.04,0.002232,0.95498,0.0043496,0.54492,6.8045,1.0113,0.21613
123.67,-134.13,261.33,291.26,0.11858,0.00079783,0.0039926,0.03221,14.809,8.7869,0.24696
159.92,-169.1,333.84,363.53,0.23031,0.029056,0.13137,0.01476,8.7375,12.482,0.25598
182.18,-190.08,378.37,407.73,0.88435,0.14926,0.30053,0.068533,9.6195,7.3835,0.18709
115.61,-123.79,245.23,276.31,0.046699,0.023828,0.038699,0.30304,3.9083,11.207,1.4469
